subject,predicate,object
福州轨道交通2号线10标鼓山站~洋里站区间联络通道,设计单位 通过 南京设计院,上海浦东国际机场三期扩建工程捷运系统工程S1卫星厅站~T1航站楼站区间1号联络通道
福州轨道交通2号线10标鼓山站~洋里站区间联络通道,设计单位 通过 南京设计院,上海浦东国际机场三期扩建工程捷运系统工程S1卫星厅站~T4预留站区间3号联络通道
南宁轨道交通3号线科园大道站~创业路站区间联络通道,建设单位 通过 中铁十九局城轨公司,城轨
南宁轨道交通3号线科园大道站~创业路站区间联络通道,施工单位 通过 特凿公司,该工程
南宁轨道交通3号线科园大道站~创业路站区间联络通道,施工单位 通过 特凿公司,无锡地铁3号线土建工程11标
南宁轨道交通3号线科园大道站~创业路站区间联络通道,设计单位 通过 约翰芬雷华能设计公司,南京至高淳城际轨道禄口机场至溧水段工程中山东路站~中间盾构工作井盾构区间1号联络通道
南宁轨道交通3号线科园大道站~创业路站区间联络通道,设计单位 通过 约翰芬雷华能设计公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
南宁轨道交通3号线科园大道站~创业路站区间联络通道,设计单位 通过 约翰芬雷华能设计公司,常州轨道交通1号线森林公园~百丈出入段联络通道
南宁轨道交通3号线科园大道站~创业路站区间联络通道,设计单位 通过 约翰芬雷华能设计公司,武汉轨道交通7号线王家墩东站~新华路站区间联络通道
杭州地铁5号线一期工程SG5-8标段巨州路~上塘路~沈半路站区间联络通道,冻结时间 通过 12.847,主体冻结
杭州地铁5号线一期工程SG5-8标段巨州路~上塘路~沈半路站区间联络通道,冻结时间 通过 10.26,泵站区域冻结
太原轨道交通2号线SGTJ-202标化章街站~通达街站~康宁街站盾构区间联络通道,施工单位 通过 特凿公司,该工程
太原轨道交通2号线SGTJ-202标化章街站~通达街站~康宁街站盾构区间联络通道,施工单位 通过 特凿公司,无锡地铁3号线土建工程11标
太原轨道交通2号线SGTJ-202标化章街站~通达街站~康宁街站盾构区间联络通道,建设单位 通过 中铁十七局上海城轨公司,城轨
太原轨道交通2号线SGTJ-202标化章街站~通达街站~康宁街站盾构区间联络通道,设计单位 通过 约翰芬雷华能设计公司,南京至高淳城际轨道禄口机场至溧水段工程中山东路站~中间盾构工作井盾构区间1号联络通道
太原轨道交通2号线SGTJ-202标化章街站~通达街站~康宁街站盾构区间联络通道,设计单位 通过 约翰芬雷华能设计公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
太原轨道交通2号线SGTJ-202标化章街站~通达街站~康宁街站盾构区间联络通道,设计单位 通过 约翰芬雷华能设计公司,常州轨道交通1号线森林公园~百丈出入段联络通道
太原轨道交通2号线SGTJ-202标化章街站~通达街站~康宁街站盾构区间联络通道,设计单位 通过 约翰芬雷华能设计公司,武汉轨道交通7号线王家墩东站~新华路站区间联络通道
郑州轨道交通4号线工程土建施工05标段鑫~副~龙区间联络通道,冻结施工 通过 特凿公司,该工程
郑州轨道交通4号线工程土建施工05标段鑫~副~龙区间联络通道,冻结施工 通过 特凿公司,无锡地铁3号线土建工程11标
郑州轨道交通4号线工程土建施工05标段鑫~副~龙区间联络通道,设计单位 通过 约翰芬雷华能设计公司,南京至高淳城际轨道禄口机场至溧水段工程中山东路站~中间盾构工作井盾构区间1号联络通道
郑州轨道交通4号线工程土建施工05标段鑫~副~龙区间联络通道,设计单位 通过 约翰芬雷华能设计公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
郑州轨道交通4号线工程土建施工05标段鑫~副~龙区间联络通道,设计单位 通过 约翰芬雷华能设计公司,常州轨道交通1号线森林公园~百丈出入段联络通道
郑州轨道交通4号线工程土建施工05标段鑫~副~龙区间联络通道,设计单位 通过 约翰芬雷华能设计公司,武汉轨道交通7号线王家墩东站~新华路站区间联络通道
郑州轨道交通4号线工程土建施工05标段鑫~副~龙区间联络通道,建设单位 通过 上海隧道公司,施工
福州地铁2号线10标鼓山站~下岐楼站区间联络通道,施工单位 通过 特凿公司,该工程
福州地铁2号线10标鼓山站~下岐楼站区间联络通道,施工单位 通过 特凿公司,无锡地铁3号线土建工程11标
福州地铁2号线10标鼓山站~下岐楼站区间联络通道,设计单位 通过 约翰芬雷华能设计公司,南京至高淳城际轨道禄口机场至溧水段工程中山东路站~中间盾构工作井盾构区间1号联络通道
福州地铁2号线10标鼓山站~下岐楼站区间联络通道,设计单位 通过 约翰芬雷华能设计公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
福州地铁2号线10标鼓山站~下岐楼站区间联络通道,设计单位 通过 约翰芬雷华能设计公司,常州轨道交通1号线森林公园~百丈出入段联络通道
福州地铁2号线10标鼓山站~下岐楼站区间联络通道,设计单位 通过 约翰芬雷华能设计公司,武汉轨道交通7号线王家墩东站~新华路站区间联络通道
杭州地铁5号线一期工程SG5-2标段中央公园站~仓前站区间联络通道,设计单位 通过 南京设计院,上海轨道交通13号线陈春东路站~莲溪路站联络通道
杭州地铁5号线一期工程SG5-2标段中央公园站~仓前站区间联络通道,设计单位 通过 南京设计院,上海浦东国际机场三期扩建工程捷运系统工程S1卫星厅站~T1航站楼站区间2号联络通道
杭州地铁5号线一期工程SG5-2标段中央公园站~仓前站区间联络通道,设计单位 通过 南京设计院,宁波轨道交通3号线大通桥站~中兴大桥南站联络通道兼泵站
杭州地铁5号线一期工程SG5-2标段中央公园站~仓前站区间联络通道,设计单位 通过 南京设计院,上海地铁13号线长清路站~华夏中路站区间联络通道
杭州地铁5号线一期工程SG5-2标段中央公园站~仓前站区间联络通道,设计单位 通过 南京设计院,上海浦东国际机场三期扩建工程捷运系统工程S1卫星厅站~T1航站楼站区间1号联络通道
杭州地铁5号线一期工程SG5-2标段中央公园站~仓前站区间联络通道,设计单位 通过 南京设计院,上海浦东国际机场三期扩建工程捷运系统工程S1卫星厅站~T4预留站区间3号联络通道
杭州地铁5号线一期工程SG5-2标段中央公园站~仓前站区间联络通道,冻结施工 通过 特凿公司,该工程
杭州地铁5号线一期工程SG5-2标段中央公园站~仓前站区间联络通道,冻结施工 通过 特凿公司,无锡地铁3号线土建工程11标
无锡地铁3号线土建工程11标,设计单位 通过 约翰芬雷华能设计公司,南京至高淳城际轨道禄口机场至溧水段工程中山东路站~中间盾构工作井盾构区间1号联络通道
无锡地铁3号线土建工程11标,设计单位 通过 约翰芬雷华能设计公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
无锡地铁3号线土建工程11标,设计单位 通过 约翰芬雷华能设计公司,常州轨道交通1号线森林公园~百丈出入段联络通道
无锡地铁3号线土建工程11标,设计单位 通过 约翰芬雷华能设计公司,武汉轨道交通7号线王家墩东站~新华路站区间联络通道
特凿公司,参与施工 通过 无锡地铁3号线土建工程11标,2018年4月至2019年1月
特凿公司,参与施工 通过 无锡地铁3号线土建工程11标,中铁四局二公司
特凿公司,参与施工 通过 无锡地铁3号线土建工程11标,约翰芬雷华能设计公司
上海市轨道交通14号线工程土建16标昌邑路站~歇浦路站~龙居路站~云山路站盾构区间联络井,施工方 通过 上海隧道公司,施工
上海市轨道交通14号线工程土建16标昌邑路站~歇浦路站~龙居路站~云山路站盾构区间联络井,设计方 通过 约翰芬雷华能设计公司,南京至高淳城际轨道禄口机场至溧水段工程中山东路站~中间盾构工作井盾构区间1号联络通道
上海市轨道交通14号线工程土建16标昌邑路站~歇浦路站~龙居路站~云山路站盾构区间联络井,设计方 通过 约翰芬雷华能设计公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
上海市轨道交通14号线工程土建16标昌邑路站~歇浦路站~龙居路站~云山路站盾构区间联络井,设计方 通过 约翰芬雷华能设计公司,常州轨道交通1号线森林公园~百丈出入段联络通道
上海市轨道交通14号线工程土建16标昌邑路站~歇浦路站~龙居路站~云山路站盾构区间联络井,设计方 通过 约翰芬雷华能设计公司,武汉轨道交通7号线王家墩东站~新华路站区间联络通道
昆明轨道交通5号线土建八标福~会区间联络通道,施工公司 通过 中铁十一局城轨公司,城轨
昆明轨道交通5号线土建八标福~会区间联络通道,设计单位 通过 约翰芬雷华能设计公司,南京至高淳城际轨道禄口机场至溧水段工程中山东路站~中间盾构工作井盾构区间1号联络通道
昆明轨道交通5号线土建八标福~会区间联络通道,设计单位 通过 约翰芬雷华能设计公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
昆明轨道交通5号线土建八标福~会区间联络通道,设计单位 通过 约翰芬雷华能设计公司,常州轨道交通1号线森林公园~百丈出入段联络通道
昆明轨道交通5号线土建八标福~会区间联络通道,设计单位 通过 约翰芬雷华能设计公司,武汉轨道交通7号线王家墩东站~新华路站区间联络通道
昆明轨道交通5号线土建八标滇~金区间联络通道,施工公司 通过 中铁十一局城轨公司,城轨
昆明轨道交通5号线土建八标滇~金区间联络通道,设计单位 通过 约翰芬雷华能设计公司,南京至高淳城际轨道禄口机场至溧水段工程中山东路站~中间盾构工作井盾构区间1号联络通道
昆明轨道交通5号线土建八标滇~金区间联络通道,设计单位 通过 约翰芬雷华能设计公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
昆明轨道交通5号线土建八标滇~金区间联络通道,设计单位 通过 约翰芬雷华能设计公司,常州轨道交通1号线森林公园~百丈出入段联络通道
昆明轨道交通5号线土建八标滇~金区间联络通道,设计单位 通过 约翰芬雷华能设计公司,武汉轨道交通7号线王家墩东站~新华路站区间联络通道
昆明轨道交通5号线土建八标金~福区间联络通道,施工公司 通过 中铁十一局城轨公司,城轨
昆明轨道交通5号线土建八标金~福区间联络通道,设计单位 通过 约翰芬雷华能设计公司,南京至高淳城际轨道禄口机场至溧水段工程中山东路站~中间盾构工作井盾构区间1号联络通道
昆明轨道交通5号线土建八标金~福区间联络通道,设计单位 通过 约翰芬雷华能设计公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
昆明轨道交通5号线土建八标金~福区间联络通道,设计单位 通过 约翰芬雷华能设计公司,常州轨道交通1号线森林公园~百丈出入段联络通道
昆明轨道交通5号线土建八标金~福区间联络通道,设计单位 通过 约翰芬雷华能设计公司,武汉轨道交通7号线王家墩东站~新华路站区间联络通道
昆明轨道交通5号线土建八标会~宝区间联络通道,施工公司 通过 中铁十一局城轨公司,城轨
